channel,band,feature_type,window_shift,subject_id,mean_correlation
AF8,gamma,total_variation,win-4,10,0.0037978508788197194
AF8,gamma,total_variation,win-5,10,0.019744147199669757
AF8,gamma,total_variation,win-6,10,0.00988991171237736
AF8,gamma,total_variation,win-7,10,0.015366673177395368
AF8,gamma,total_variation,win-8,10,0.019393035980695084
AF8,gamma,total_variation,win-9,10,0.013915486549373557
AF8,gamma,total_variation,win0,10,-0.001185287963074598
AF8,theta,approx_entropy,win-1,10,0.0026057575022169787
AF8,theta,approx_entropy,win-2,10,0.012653315036750885
AF8,theta,approx_entropy,win-3,10,0.028586722891413337
AF8,theta,approx_entropy,win-4,10,0.057849331558730115
AF8,theta,approx_entropy,win-5,10,0.06698747781646419
AF8,theta,approx_entropy,win-6,10,0.08277596456649157
AF8,theta,approx_entropy,win-7,10,0.09531815297722365
AF8,theta,approx_entropy,win-8,10,0.11208404150883436
AF8,theta,approx_entropy,win-9,10,0.11005523577516615
AF8,theta,approx_entropy,win0,10,-0.0024780251372342552
AF8,theta,energy,win-1,10,-0.1991140981365374
AF8,theta,energy,win-2,10,-0.21210837595536017
AF8,theta,energy,win-3,10,-0.21835227425221393
AF8,theta,energy,win-4,10,-0.2179059879906471
AF8,theta,energy,win-5,10,-0.22106517491402658
AF8,theta,energy,win-6,10,-0.22133088787226335
AF8,theta,energy,win-7,10,-0.22599691426923138
AF8,theta,energy,win-8,10,-0.22256813172411827
AF8,theta,energy,win-9,10,-0.2324353266076846
AF8,theta,energy,win0,10,-0.202565167740561
AF8,theta,skewness,win-1,10,0.018996084184712728
AF8,theta,skewness,win-2,10,0.005002810418663582
AF8,theta,skewness,win-3,10,0.012613799479129223
AF8,theta,skewness,win-4,10,0.01908425334274952
AF8,theta,skewness,win-5,10,0.04001436559298778
AF8,theta,skewness,win-6,10,0.032352775296197206
AF8,theta,skewness,win-7,10,0.03142469899451989
AF8,theta,skewness,win-8,10,0.023141409382790544
AF8,theta,skewness,win-9,10,0.03698000370846467
AF8,theta,skewness,win0,10,0.00730881247517568
AF8,theta,standard_deviation,win-1,10,-0.19270904131316208
AF8,theta,standard_deviation,win-2,10,-0.2016633205753175
AF8,theta,standard_deviation,win-3,10,-0.20594627044099884
AF8,theta,standard_deviation,win-4,10,-0.20517596497183582
AF8,theta,standard_deviation,win-5,10,-0.20568036556341124
AF8,theta,standard_deviation,win-6,10,-0.20238929500053196
AF8,theta,standard_deviation,win-7,10,-0.20461902047186675
AF8,theta,standard_deviation,win-8,10,-0.20002798657546358
AF8,theta,standard_deviation,win-9,10,-0.2063049543483922
AF8,theta,standard_deviation,win0,10,-0.1968507312753774
AF8,theta,total_variation,win-1,10,-0.19442594907754032
