Subject,Channel,Num_Features,Metric,Value
6,AF7,10,train_acc,0.5577881020830655
6,AF7,10,test_acc,0.5476118153446946
6,AF7,10,f1_score,0.592164587985887
6,AF8,10,train_acc,0.6042406991999448
6,AF8,10,test_acc,0.5557538785976747
6,AF8,10,f1_score,0.4879822186590627
6,TP9,10,train_acc,0.5755882343019667
6,TP9,10,test_acc,0.5126776124382899
6,TP9,10,f1_score,0.3930199537873626
6,TP10,10,train_acc,0.5694657234230885
6,TP10,10,test_acc,0.54348732034207
6,TP10,10,f1_score,0.43654794270313035
6,Combined,10,train_acc,0.5621378843186092
6,Combined,10,test_acc,0.5502731063528191
6,Combined,10,f1_score,0.5938628346883192
6,AF7,20,train_acc,0.5822481862807214
6,AF7,20,test_acc,0.5738923695454439
6,AF7,20,f1_score,0.6154631350198794
6,AF8,20,train_acc,0.624576751247547
6,AF8,20,test_acc,0.5555358909418188
6,AF8,20,f1_score,0.5429592359294613
6,TP9,20,train_acc,0.5978999971822967
6,TP9,20,test_acc,0.5289676662214402
6,TP9,20,f1_score,0.3775830480744868
6,TP10,20,train_acc,0.5741617618145722
6,TP10,20,test_acc,0.5527285299077456
6,TP10,20,f1_score,0.42632979356530065
6,Combined,20,train_acc,0.6020414524500826
6,Combined,20,test_acc,0.5691784607860639
6,Combined,20,f1_score,0.6081850708478003
6,AF7,30,train_acc,0.6302035777137549
6,AF7,30,test_acc,0.5801593345085613
6,AF7,30,f1_score,0.6132160185838369
6,AF8,30,train_acc,0.6324284932920875
6,AF8,30,test_acc,0.5535945034449268
6,AF8,30,f1_score,0.5751833571503686
6,TP9,30,train_acc,0.5625981842047695
6,TP9,30,test_acc,0.5350401899278924
6,TP9,30,f1_score,0.34866922186283444
6,TP10,30,train_acc,0.5783405853552137
6,TP10,30,test_acc,0.5490340630160218
6,TP10,30,f1_score,0.41270420909910976
6,Combined,30,train_acc,0.6311460639656306
6,Combined,30,test_acc,0.5822417015462855
6,Combined,30,f1_score,0.6146054771631204
6,AF7,40,train_acc,0.6385764614293317
6,AF7,40,test_acc,0.5864169519729167
6,AF7,40,f1_score,0.6191602088901804
6,AF8,40,train_acc,0.6276384596676976
6,AF8,40,test_acc,0.5701526760344875
6,AF8,40,f1_score,0.6245050777842422
6,TP9,40,train_acc,0.5657428590718768
6,TP9,40,test_acc,0.5416584614554976
6,TP9,40,f1_score,0.35164088841751423
6,TP10,40,train_acc,0.5913572910842708
6,TP10,40,test_acc,0.5476182141475772
6,TP10,40,f1_score,0.41929565141543995
6,Combined,40,train_acc,0.6419924547339153
6,Combined,40,test_acc,0.5896422341976466
6,Combined,40,f1_score,0.6254310965030498
6,AF7,50,train_acc,0.664829835689259
6,AF7,50,test_acc,0.5929134702537685
6,AF7,50,f1_score,0.619943618702276
6,AF8,50,train_acc,0.6189161635967582
6,AF8,50,test_acc,0.569112188182052
6,AF8,50,f1_score,0.6344447887537884
6,TP9,50,train_acc,0.5896852477711112
6,TP9,50,test_acc,0.5405057737324858
6,TP9,50,f1_score,0.36745830665190893
6,TP10,50,train_acc,0.5998486146218869
6,TP10,50,test_acc,0.5405562103785595
6,TP10,50,f1_score,0.4144368920843802
6,Combined,50,train_acc,0.6382644735640813
6,Combined,50,test_acc,0.5803364787417622
6,Combined,50,f1_score,0.6171490528448936
6,AF7,60,train_acc,0.6726098712179918
6,AF7,60,test_acc,0.6021406170637578
6,AF7,60,f1_score,0.6297603017690285
6,AF8,60,train_acc,0.6069629602478739
6,AF8,60,test_acc,0.5725747408069758
6,AF8,60,f1_score,0.6464659221553524
6,TP9,60,train_acc,0.5717563959182907
6,TP9,60,test_acc,0.5492008071191613
6,TP9,60,f1_score,0.3604715091677512
6,TP10,60,train_acc,0.6100843129098796
6,TP10,60,test_acc,0.5485903108509884
6,TP10,60,f1_score,0.4435429806133116
6,Combined,60,train_acc,0.6626898993511221
6,Combined,60,test_acc,0.5880705062406093
6,Combined,60,f1_score,0.6233881789981257
6,AF7,70,train_acc,0.6621836142358892
6,AF7,70,test_acc,0.599742699719688
6,AF7,70,f1_score,0.6316873725962922
6,AF8,70,train_acc,0.6066760377438519
6,AF8,70,test_acc,0.5789700039262817
6,AF8,70,f1_score,0.6562329673509157
6,TP9,70,train_acc,0.5610225242247547
6,TP9,70,test_acc,0.5445406987771678
6,TP9,70,f1_score,0.34463563467750025
6,TP10,70,train_acc,0.6570826311513303
6,TP10,70,test_acc,0.530319138550453
6,TP10,70,f1_score,0.46154816772429885
6,Combined,70,train_acc,0.6743992680549038
6,Combined,70,test_acc,0.5954529017558289
6,Combined,70,f1_score,0.6335435811041181
