Subject,Channel,Num_Features,Metric,Value
1,AF8,110,train_acc,0.6805959775257663
1,AF8,110,test_acc,0.5789457750986878
1,AF8,110,f1_score,0.573398365516772
1,TP9,110,train_acc,0.6749310394966092
1,TP9,110,test_acc,0.5430521177851275
1,TP9,110,f1_score,0.5425191235561462
1,TP10,110,train_acc,0.779092891236519
1,TP10,110,test_acc,0.5190585547138946
1,TP10,110,f1_score,0.51946050898184
1,Combined,110,train_acc,0.6035330571630049
1,Combined,110,test_acc,0.5747984458906789
1,Combined,110,f1_score,0.5484674785342123
1,AF7,120,train_acc,0.6971341323862899
1,AF7,120,test_acc,0.5895960471567269
1,AF7,120,f1_score,0.5897425268259936
1,AF8,120,train_acc,0.6906096765993592
1,AF8,120,test_acc,0.5795270102066219
1,AF8,120,f1_score,0.5842274306088407
1,TP9,120,train_acc,0.6840743852237482
1,TP9,120,test_acc,0.554932830114869
1,TP9,120,f1_score,0.5474373105200319
1,TP10,120,train_acc,0.7773019570258028
1,TP10,120,test_acc,0.5266681781002169
1,TP10,120,f1_score,0.5247192362496939
1,Combined,120,train_acc,0.6111875589679604
1,Combined,120,test_acc,0.5762833848998897
1,Combined,120,f1_score,0.5470134031013338
1,AF7,130,train_acc,0.6976805047181505
1,AF7,130,test_acc,0.5872147391443509
1,AF7,130,f1_score,0.5935564180319193
1,AF8,130,train_acc,0.7306975049694421
1,AF8,130,test_acc,0.5765957181976599
1,AF8,130,f1_score,0.5813968735174083
1,TP9,130,train_acc,0.6412336120615294
1,TP9,130,test_acc,0.559838454425833
1,TP9,130,f1_score,0.5614399968904686
1,TP10,130,train_acc,0.7297297123929909
1,TP10,130,test_acc,0.5207314449304741
1,TP10,130,f1_score,0.5059477426604371
1,Combined,130,train_acc,0.6265014610102513
1,Combined,130,test_acc,0.5704813026779046
1,Combined,130,f1_score,0.5411726435800464
1,AF7,140,train_acc,0.6977450550710962
1,AF7,140,test_acc,0.5785334204630321
1,AF7,140,f1_score,0.5824330370643589
1,AF8,140,train_acc,0.7211874940460357
1,AF8,140,test_acc,0.5820699082470927
1,AF8,140,f1_score,0.5928716175316444
1,TP9,140,train_acc,0.7158466928067754
1,TP9,140,test_acc,0.5435653828372276
1,TP9,140,f1_score,0.5429431236729683
1,TP10,140,train_acc,0.7557271718110194
1,TP10,140,test_acc,0.5231137309292648
1,TP10,140,f1_score,0.5100420785215973
1,Combined,140,train_acc,0.6315290681913448
1,Combined,140,test_acc,0.5763335733845443
1,Combined,140,f1_score,0.5526549935455175
1,AF7,150,train_acc,0.6973680632238874
1,AF7,150,test_acc,0.5694111188164586
1,AF7,150,f1_score,0.570370466828305
1,AF8,150,train_acc,0.7291354750349633
1,AF8,150,test_acc,0.5724953767914933
1,AF8,150,f1_score,0.5870178207448864
1,TP9,150,train_acc,0.6901337777557014
1,TP9,150,test_acc,0.5511568690209467
1,TP9,150,f1_score,0.5463664700367663
1,TP10,150,train_acc,0.7496012332388948
1,TP10,150,test_acc,0.5258820103844376
1,TP10,150,f1_score,0.4998276061988673
1,Combined,150,train_acc,0.6276680608851427
1,Combined,150,test_acc,0.5681686759842101
1,Combined,150,f1_score,0.541463456066549
1,AF7,160,train_acc,0.7218157946298216
1,AF7,160,test_acc,0.5737935203954623
1,AF7,160,f1_score,0.5786632772030883
1,AF8,160,train_acc,0.7397383563461981
1,AF8,160,test_acc,0.5733456026174473
1,AF8,160,f1_score,0.5810281498231914
1,TP9,160,train_acc,0.6980374702213414
1,TP9,160,test_acc,0.5496489473309861
1,TP9,160,f1_score,0.5475506224671766
1,TP10,160,train_acc,0.7486609279061932
1,TP10,160,test_acc,0.5185235072370995
1,TP10,160,f1_score,0.4843593712355366
1,Combined,160,train_acc,0.6244853187190716
1,Combined,160,test_acc,0.5768611970553718
1,Combined,160,f1_score,0.5539087476088003
1,AF7,170,train_acc,0.7386362239979126
1,AF7,170,test_acc,0.5824263398413884
1,AF7,170,f1_score,0.5848373334804947
1,AF8,170,train_acc,0.7487223927195966
1,AF8,170,test_acc,0.5704474287848074
1,AF8,170,f1_score,0.5752816034055355
1,TP9,170,train_acc,0.6441061388269201
1,TP9,170,test_acc,0.55439244816672
1,TP9,170,f1_score,0.54409587180374
1,TP10,170,train_acc,0.760301849849756
1,TP10,170,test_acc,0.5158844108965468
1,TP10,170,f1_score,0.497052227673001
1,Combined,170,train_acc,0.6440037610654692
1,Combined,170,test_acc,0.575353542088979
1,Combined,170,f1_score,0.5524518191474804
1,AF7,180,train_acc,0.7241626292503265
1,AF7,180,test_acc,0.5791018972936448
1,AF7,180,f1_score,0.5812446620027496
1,AF8,180,train_acc,0.7580872257673149
1,AF8,180,test_acc,0.5631709875884633
1,AF8,180,f1_score,0.5677522928716672
1,TP9,180,train_acc,0.6737229268735423
1,TP9,180,test_acc,0.5482854564529323
1,TP9,180,f1_score,0.5392947486778662
1,TP10,180,train_acc,0.7501895011810754
1,TP10,180,test_acc,0.5139777819268112
1,TP10,180,f1_score,0.4989112942048787
1,Combined,180,train_acc,0.6331899687322642
1,Combined,180,test_acc,0.5701572779970838
1,Combined,180,f1_score,0.5475424941600872
1,AF7,190,train_acc,0.7581709572250097
1,AF7,190,test_acc,0.5755512287065685
1,AF7,190,f1_score,0.5774902274520698
1,AF8,190,train_acc,0.7661219782717953
1,AF8,190,test_acc,0.5626618567516626
1,AF8,190,f1_score,0.5674644096900845
1,TP9,190,train_acc,0.6134516770549199
1,TP9,190,test_acc,0.5673879316476405
1,TP9,190,f1_score,0.5598476980358995
1,TP10,190,train_acc,0.7086517944987529
1,TP10,190,test_acc,0.5138070343895587
1,TP10,190,f1_score,0.4684032522876352
1,Combined,190,train_acc,0.6693936684977735
1,Combined,190,test_acc,0.5706057292222341
1,Combined,190,f1_score,0.5515502305719411
1,AF7,200,train_acc,0.7511751485300558
1,AF7,200,test_acc,0.5852465859383336
1,AF7,200,f1_score,0.587658026912412
1,AF8,200,train_acc,0.7804022869659663
1,AF8,200,test_acc,0.5666062982325117
1,AF8,200,f1_score,0.5717989102403817
1,TP9,200,train_acc,0.624418388703648
1,TP9,200,test_acc,0.563004552082222
1,TP9,200,f1_score,0.5489736727377308
1,TP10,200,train_acc,0.7020044329057584
1,TP10,200,test_acc,0.5194428589210143
1,TP10,200,f1_score,0.4821713410264718
1,Combined,200,train_acc,0.6720753518533202
1,Combined,200,test_acc,0.5735049699491446
1,Combined,200,f1_score,0.5543493632716728
1,AF7,210,train_acc,0.755379556653563
1,AF7,210,test_acc,0.5895866229240015
1,AF7,210,f1_score,0.5916586966375059
1,AF8,210,train_acc,0.7692768820081666
1,AF8,210,test_acc,0.574696157402468
1,AF8,210,f1_score,0.5791475357268421
1,TP9,210,train_acc,0.6909186053680233
1,TP9,210,test_acc,0.5482526939080338
1,TP9,210,f1_score,0.5412838936325833
1,TP10,210,train_acc,0.7055241265691797
1,TP10,210,test_acc,0.5195350563675806
1,TP10,210,f1_score,0.4910941583595177
1,Combined,210,train_acc,0.6593121577550117
1,Combined,210,test_acc,0.5861293075856182
1,Combined,210,f1_score,0.5729988665897425
1,AF7,220,train_acc,0.749040606532309
1,AF7,220,test_acc,0.5722503022867101
1,AF7,220,f1_score,0.5721037334313567
1,AF8,220,train_acc,0.7778821730382177
1,AF8,220,test_acc,0.5612288843842242
1,AF8,220,f1_score,0.5617543508684106
1,TP9,220,train_acc,0.7098406025288891
1,TP9,220,test_acc,0.5519606849461218
1,TP9,220,f1_score,0.5362868338508114
1,TP10,220,train_acc,0.7020306413713886
1,TP10,220,test_acc,0.5175346740638003
1,TP10,220,f1_score,0.477662926872505
1,Combined,220,train_acc,0.6759838993387628
1,Combined,220,test_acc,0.5759536256623635
1,Combined,220,f1_score,0.5579891500622045
1,AF7,230,train_acc,0.740620526438618
1,AF7,230,test_acc,0.578939329279135
1,AF7,230,f1_score,0.5790030537770477
1,AF8,230,train_acc,0.7536903043824899
1,AF8,230,test_acc,0.5580901258935239
1,AF8,230,f1_score,0.5433116035092861
1,TP9,230,train_acc,0.694690443713266
1,TP9,230,test_acc,0.5493771115615776
1,TP9,230,f1_score,0.521391386906102
1,TP10,230,train_acc,0.7028484430259491
1,TP10,230,test_acc,0.5190031206657421
1,TP10,230,f1_score,0.4682535026783478
1,Combined,230,train_acc,0.6836200615124686
