Subject,Channel,Num_Features,Metric,Value
7,AF7,10,train_acc,0.6386184801601856
7,AF7,10,test_acc,0.5861308677098152
7,AF7,10,f1_score,0.5781522438031542
7,AF8,10,train_acc,0.7172158532731345
7,AF8,10,test_acc,0.7016714082503557
7,AF8,10,f1_score,0.7160953249229475
7,TP9,10,train_acc,0.6643847464436625
7,TP9,10,test_acc,0.6509601706970127
7,TP9,10,f1_score,0.5784937952531091
7,TP10,10,train_acc,0.6828627216606145
7,TP10,10,test_acc,0.6619487908961594
7,TP10,10,f1_score,0.604408392860637
7,Combined,10,train_acc,0.6846519394688764
7,Combined,10,test_acc,0.666145092460882
7,Combined,10,f1_score,0.606643124677137
7,AF7,20,train_acc,0.672738762261046
7,AF7,20,test_acc,0.5609886201991465
7,AF7,20,f1_score,0.5749020615284917
7,AF8,20,train_acc,0.7560868469727419
7,AF8,20,test_acc,0.7135846372688477
7,AF8,20,f1_score,0.7252402659069326
7,TP9,20,train_acc,0.6764142153820053
7,TP9,20,test_acc,0.6547297297297296
7,TP9,20,f1_score,0.5825268278282177
7,TP10,20,train_acc,0.6945630718169259
7,TP10,20,test_acc,0.6834281650071123
7,TP10,20,f1_score,0.6101159005969269
7,Combined,20,train_acc,0.6964165372834475
7,Combined,20,test_acc,0.6848862019914652
7,Combined,20,f1_score,0.6257466408884651
7,AF7,30,train_acc,0.675481925444317
7,AF7,30,test_acc,0.613406827880512
7,AF7,30,f1_score,0.6278418692492542
7,AF8,30,train_acc,0.7733865625476027
7,AF8,30,test_acc,0.7045163584637268
7,AF8,30,f1_score,0.7142320206339762
7,TP9,30,train_acc,0.6759385558977742
7,TP9,30,test_acc,0.6488264580369844
7,TP9,30,f1_score,0.5721445783150592
7,TP10,30,train_acc,0.6973892360975562
7,TP10,30,test_acc,0.6808321479374111
7,TP10,30,f1_score,0.613750929391767
7,Combined,30,train_acc,0.7029183427988738
7,Combined,30,test_acc,0.6833926031294453
7,Combined,30,f1_score,0.6253462177060856
7,AF7,40,train_acc,0.7191728131035232
7,AF7,40,test_acc,0.6065078236130867
7,AF7,40,f1_score,0.6155213480476638
7,AF8,40,train_acc,0.7783378050339614
7,AF8,40,test_acc,0.7005334281650071
7,AF8,40,f1_score,0.7191744121453726
7,TP9,40,train_acc,0.6779967774573705
7,TP9,40,test_acc,0.6393314366998578
7,TP9,40,f1_score,0.5591682127099812
7,TP10,40,train_acc,0.702607865246725
7,TP10,40,test_acc,0.6848150782361309
7,TP10,40,f1_score,0.6234179122778432
7,Combined,40,train_acc,0.7109430676796611
7,Combined,40,test_acc,0.6769203413940257
7,Combined,40,f1_score,0.6168038925954848
7,AF7,50,train_acc,0.7254019704415547
7,AF7,50,test_acc,0.6333570412517782
7,AF7,50,f1_score,0.6425193665983139
7,AF8,50,train_acc,0.7874895508471951
7,AF8,50,test_acc,0.7046941678520626
7,AF8,50,f1_score,0.7278998233419649
7,TP9,50,train_acc,0.6828739975060569
7,TP9,50,test_acc,0.6470128022759601
7,TP9,50,f1_score,0.5696948576127501
7,TP10,50,train_acc,0.7118346076173774
7,TP10,50,test_acc,0.6793741109530582
7,TP10,50,f1_score,0.6172827979059037
7,Combined,50,train_acc,0.7090032239015999
7,Combined,50,test_acc,0.6793385490753912
7,Combined,50,f1_score,0.6149093508443795
7,AF7,60,train_acc,0.7514890434804431
7,AF7,60,test_acc,0.6251066856330014
7,AF7,60,f1_score,0.6310090065021445
7,AF8,60,train_acc,0.7827776309421892
7,AF8,60,test_acc,0.6953058321479375
7,AF8,60,f1_score,0.7248521661179889
7,TP9,60,train_acc,0.67932282354288
7,TP9,60,test_acc,0.6488975817923186
7,TP9,60,f1_score,0.5694780389779405
7,TP10,60,train_acc,0.7124046575796436
7,TP10,60,test_acc,0.6833570412517781
7,TP10,60,f1_score,0.6184039929266916
7,Combined,60,train_acc,0.7179018521868025
7,Combined,60,test_acc,0.6847083926031294
7,Combined,60,f1_score,0.6220974518444529
7,AF7,70,train_acc,0.7817710866316874
7,AF7,70,test_acc,0.6025960170697012
7,AF7,70,f1_score,0.602123603563548
7,AF8,70,train_acc,0.7915676496814971
7,AF8,70,test_acc,0.6899715504978663
7,AF8,70,f1_score,0.7171863084529297
7,TP9,70,train_acc,0.6972901380893968
7,TP9,70,test_acc,0.6550142247510669
7,TP9,70,f1_score,0.5728218885161577
7,TP10,70,train_acc,0.7132918004476433
7,TP10,70,test_acc,0.6806187766714084
7,TP10,70,f1_score,0.6169865220411206
7,Combined,70,train_acc,0.7246178470980826
7,Combined,70,test_acc,0.6821479374110953
7,Combined,70,f1_score,0.6227435332120826
7,AF7,80,train_acc,0.8433200011872317
7,AF7,80,test_acc,0.6278093883357042
7,AF7,80,f1_score,0.6277209662823302
7,AF8,80,train_acc,0.7842615436971839
7,AF8,80,test_acc,0.6845305832147937
7,AF8,80,f1_score,0.7132749723333954
7,TP9,80,train_acc,0.6910480151925112
7,TP9,80,test_acc,0.6540184921763869
7,TP9,80,f1_score,0.5781307584025954
7,TP10,80,train_acc,0.7018133012832446
7,TP10,80,test_acc,0.6860241820768137
7,TP10,80,f1_score,0.6171843751907868
7,Combined,80,train_acc,0.730988977263588
7,Combined,80,test_acc,0.6925320056899004
7,Combined,80,f1_score,0.6277746050867108
7,AF7,90,train_acc,0.8217663342367072
7,AF7,90,test_acc,0.6330369843527739
7,AF7,90,f1_score,0.6272770431011025
7,AF8,90,train_acc,0.8105945096649216
7,AF8,90,test_acc,0.6937411095305833
7,AF8,90,f1_score,0.7253068462318345
7,TP9,90,train_acc,0.7002667779742973
7,TP9,90,test_acc,0.6484352773826458
7,TP9,90,f1_score,0.5714549514437717
7,TP10,90,train_acc,0.70523636190103
7,TP10,90,test_acc,0.6794807965860598
7,TP10,90,f1_score,0.6101723371497962
7,Combined,90,train_acc,0.7339582660049916
7,Combined,90,test_acc,0.6858463726884779
7,Combined,90,f1_score,0.6206870044371698
7,AF7,100,train_acc,0.8236376075672383
7,AF7,100,test_acc,0.6251778093883358
7,AF7,100,f1_score,0.6169044789809464
7,AF8,100,train_acc,0.8007685378590736
7,AF8,100,test_acc,0.6967994310099573
7,AF8,100,f1_score,0.7244625160711119
7,TP9,100,train_acc,0.7035734777361103
7,TP9,100,test_acc,0.6473684210526317
7,TP9,100,f1_score,0.5791443350339144
7,TP10,100,train_acc,0.7326295069844938
7,TP10,100,test_acc,0.6798008534850639
7,TP10,100,f1_score,0.6083309994721355
7,Combined,100,train_acc,0.7594527955549777
7,Combined,100,test_acc,0.6919630156472261
7,Combined,100,f1_score,0.6381551999550832
7,AF7,110,train_acc,0.8661337151957644
7,AF7,110,test_acc,0.6288762446657183
7,AF7,110,f1_score,0.6189555096945536
7,AF8,110,train_acc,0.805553032772685
7,AF8,110,test_acc,0.697972972972973
7,AF8,110,f1_score,0.7314453653201943
7,TP9,110,train_acc,0.6950446671695182
7,TP9,110,test_acc,0.6527027027027026
7,TP9,110,f1_score,0.587965594288383
7,TP10,110,train_acc,0.7287417679521647
7,TP10,110,test_acc,0.679551920341394
7,TP10,110,f1_score,0.6085470629389669
7,Combined,110,train_acc,0.7682451589341597
7,Combined,110,test_acc,0.7034850640113799
7,Combined,110,f1_score,0.6518708418316979
7,AF7,120,train_acc,0.882038984336433
7,AF7,120,test_acc,0.6251066856330014
7,AF7,120,f1_score,0.6117523556266812
7,AF8,120,train_acc,0.8275293940560896
7,AF8,120,test_acc,0.6899715504978664
7,AF8,120,f1_score,0.7176952792621252
7,TP9,120,train_acc,0.7037167073523222
7,TP9,120,test_acc,0.6545163584637269
7,TP9,120,f1_score,0.5960670359083282
7,TP10,120,train_acc,0.7541907544871639
7,TP10,120,test_acc,0.6768847795163584
7,TP10,120,f1_score,0.6129497950128101
7,Combined,120,train_acc,0.7861395992631851
7,Combined,120,test_acc,0.7304765291607398
7,Combined,120,f1_score,0.6826490822705402
7,AF7,130,train_acc,0.8742850975189269
7,AF7,130,test_acc,0.6263157894736842
7,AF7,130,f1_score,0.6129970220457273
7,AF8,130,train_acc,0.8226049383837385
7,AF8,130,test_acc,0.7030583214793742
7,AF8,130,f1_score,0.7302868697418929
7,TP9,130,train_acc,0.7105844396154404
7,TP9,130,test_acc,0.6604551920341394
7,TP9,130,f1_score,0.6059469244894682
7,TP10,130,train_acc,0.7379769692626166
7,TP10,130,test_acc,0.6756401137980085
7,TP10,130,f1_score,0.6079496697473858
7,Combined,130,train_acc,0.7989736562276202
7,Combined,130,test_acc,0.7412873399715505
7,Combined,130,f1_score,0.6969074443594527
7,AF7,140,train_acc,0.8571807881243032
7,AF7,140,test_acc,0.6361664295874822
7,AF7,140,f1_score,0.622243161958929
7,AF8,140,train_acc,0.8025304220795715
7,AF8,140,test_acc,0.6900782361308677
7,AF8,140,f1_score,0.7194641446650838
7,TP9,140,train_acc,0.7406343035836757
7,TP9,140,test_acc,0.6742887624466571
7,TP9,140,f1_score,0.6215034241254042
7,TP10,140,train_acc,0.7175418497813306
7,TP10,140,test_acc,0.6809388335704125
7,TP10,140,f1_score,0.6018828015539521
7,Combined,140,train_acc,0.8023047278297847
7,Combined,140,test_acc,0.7400782361308678
7,Combined,140,f1_score,0.7006835920904728
7,AF7,150,train_acc,0.857182089558202
7,AF7,150,test_acc,0.6461237553342817
7,AF7,150,f1_score,0.6281135047292941
7,AF8,150,train_acc,0.7953392696792695
7,AF8,150,test_acc,0.6821123755334282
7,AF8,150,f1_score,0.7096849585532343
7,TP9,150,train_acc,0.7507665931582395
7,TP9,150,test_acc,0.6742532005689901
7,TP9,150,f1_score,0.618663879691283
7,TP10,150,train_acc,0.7343995650434618
7,TP10,150,test_acc,0.6820056899004268
7,TP10,150,f1_score,0.6072208598686302
7,Combined,150,train_acc,0.8054444344155425
7,Combined,150,test_acc,0.7331436699857753
7,Combined,150,f1_score,0.6981147693295154
7,AF7,160,train_acc,0.8669809656274994
7,AF7,160,test_acc,0.6303342816500711
7,AF7,160,f1_score,0.6098656398597662
7,AF8,160,train_acc,0.8306549197067611
7,AF8,160,test_acc,0.6791607396870555
7,AF8,160,f1_score,0.7089410835231131
7,TP9,160,train_acc,0.7400312890940862
7,TP9,160,test_acc,0.6556187766714083
7,TP9,160,f1_score,0.5977261292548809
7,TP10,160,train_acc,0.7185701236291353
7,TP10,160,test_acc,0.6753911806543387
7,TP10,160,f1_score,0.600668726346215
7,Combined,160,train_acc,0.80992383359029
7,Combined,160,test_acc,0.7386913229018492
7,Combined,160,f1_score,0.7055122003350165
7,AF7,170,train_acc,0.8946216175584519
7,AF7,170,test_acc,0.6328236130867709
7,AF7,170,f1_score,0.6049106371461312
7,AF8,170,train_acc,0.7927835828875158
7,AF8,170,test_acc,0.6789118065433855
7,AF8,170,f1_score,0.705320666169392
7,TP9,170,train_acc,0.7406221942938975
7,TP9,170,test_acc,0.6566856330014225
7,TP9,170,f1_score,0.5994265846849192
7,TP10,170,train_acc,0.7375210850816607
7,TP10,170,test_acc,0.6711948790896158
7,TP10,170,f1_score,0.6051149683727509
7,Combined,170,train_acc,0.8111408624309242
7,Combined,170,test_acc,0.7389046941678521
7,Combined,170,f1_score,0.703133793600875
7,AF7,180,train_acc,0.8494251028757498
7,AF7,180,test_acc,0.6410739687055477
7,AF7,180,f1_score,0.6258284520946729
7,AF8,180,train_acc,0.7831269392388636
7,AF8,180,test_acc,0.6870199146514936
7,AF8,180,f1_score,0.7045211226491629
7,TP9,180,train_acc,0.7231018227109531
7,TP9,180,test_acc,0.6554409672830726
7,TP9,180,f1_score,0.5967369451625604
7,TP10,180,train_acc,0.7264798598453291
7,TP10,180,test_acc,0.6753911806543386
7,TP10,180,f1_score,0.5971839323276309
7,Combined,180,train_acc,0.8236467895860249
7,Combined,180,test_acc,0.7304054054054054
7,Combined,180,f1_score,0.7010191980318499
7,AF7,190,train_acc,0.8422715685585439
7,AF7,190,test_acc,0.6317567567567568
7,AF7,190,f1_score,0.6030953836870365
7,AF8,190,train_acc,0.7755091659363286
7,AF8,190,test_acc,0.6828947368421053
7,AF8,190,f1_score,0.7045530117414016
7,TP9,190,train_acc,0.7336683612881688
7,TP9,190,test_acc,0.6542318634423898
7,TP9,190,f1_score,0.5915741743789207
7,TP10,190,train_acc,0.7385775193471766
7,TP10,190,test_acc,0.6725106685633002
7,TP10,190,f1_score,0.5961111476552123
7,Combined,190,train_acc,0.8262009491052748
7,Combined,190,test_acc,0.7291251778093883
7,Combined,190,f1_score,0.6973385787006561
7,AF7,200,train_acc,0.8630826127378148
7,AF7,200,test_acc,0.6356685633001422
7,AF7,200,f1_score,0.605439828694857
7,AF8,200,train_acc,0.7710338994832988
7,AF8,200,test_acc,0.6783428165007113
7,AF8,200,f1_score,0.6964025888274822
7,TP9,200,train_acc,0.7703014241333948
7,TP9,200,test_acc,0.6515647226173542
7,TP9,200,f1_score,0.5957076661498324
7,TP10,200,train_acc,0.7321454361087365
7,TP10,200,test_acc,0.6740753911806544
7,TP10,200,f1_score,0.593423417185082
7,Combined,200,train_acc,0.8324701003786572
7,Combined,200,test_acc,0.733321479374111
7,Combined,200,f1_score,0.7050946321794245
7,AF7,210,train_acc,0.8854189343786392
7,AF7,210,test_acc,0.6261379800853486
7,AF7,210,f1_score,0.6056988579438778
7,AF8,210,train_acc,0.7867057429151146
7,AF8,210,test_acc,0.689615931721195
7,AF8,210,f1_score,0.7055231965393236
7,TP9,210,train_acc,0.735786171826651
7,TP9,210,test_acc,0.6536984352773827
7,TP9,210,f1_score,0.5977667605040289
7,TP10,210,train_acc,0.7370681517182918
7,TP10,210,test_acc,0.6856685633001424
7,TP10,210,f1_score,0.6088671844597922
7,Combined,210,train_acc,0.8299810113538733
7,Combined,210,test_acc,0.7278805120910383
7,Combined,210,f1_score,0.7055558574968889
7,AF7,220,train_acc,0.8461249438418408
7,AF7,220,test_acc,0.6223328591749644
7,AF7,220,f1_score,0.5973926135186062
7,AF8,220,train_acc,0.7722353193635555
7,AF8,220,test_acc,0.679551920341394
7,AF8,220,f1_score,0.6939531133795137
7,TP9,220,train_acc,0.7314883139753773
7,TP9,220,test_acc,0.6485775248933143
7,TP9,220,f1_score,0.5885123815723035
7,TP10,220,train_acc,0.7609493865940864
7,TP10,220,test_acc,0.6739687055476529
7,TP10,220,f1_score,0.6008097553514841
7,Combined,220,train_acc,0.8374340407412154
7,Combined,220,test_acc,0.7200213371266002
7,Combined,220,f1_score,0.6980942484306365
7,AF7,230,train_acc,0.8443320957778455
7,AF7,230,test_acc,0.6236486486486487
7,AF7,230,f1_score,0.5981605950901929
7,AF8,230,train_acc,0.7571563457147817
7,AF8,230,test_acc,0.6799786628733997
7,AF8,230,f1_score,0.6911224360652202
7,TP9,230,train_acc,0.724932273793245
7,TP9,230,test_acc,0.6407183499288763
7,TP9,230,f1_score,0.5738117192281852
7,TP10,230,train_acc,0.7464396157323063
7,TP10,230,test_acc,0.6778449502133712
7,TP10,230,f1_score,0.6035796636640037
7,Combined,230,train_acc,0.8413721590991521
7,Combined,230,test_acc,0.7056187766714083
7,Combined,230,f1_score,0.6933769628470041
7,AF7,240,train_acc,0.8700617673253437
7,AF7,240,test_acc,0.6303342816500711
7,AF7,240,f1_score,0.6034641157645144
7,AF8,240,train_acc,0.7701903218261245
7,AF8,240,test_acc,0.6881578947368421
7,AF8,240,f1_score,0.7070861093023114
7,TP9,240,train_acc,0.7402603037825906
7,TP9,240,test_acc,0.6465504978662874
7,TP9,240,f1_score,0.5857118452763147
7,TP10,240,train_acc,0.7467542105176759
7,TP10,240,test_acc,0.682325746799431
7,TP10,240,f1_score,0.6038751367519215
7,Combined,240,train_acc,0.851476277326179
7,Combined,240,test_acc,0.7331792318634425
7,Combined,240,f1_score,0.718826785903082
7,AF7,250,train_acc,0.8443189947770293
7,AF7,250,test_acc,0.6224395448079658
7,AF7,250,f1_score,0.5945883060124546
7,AF8,250,train_acc,0.768079111482273
7,AF8,250,test_acc,0.6857396870554766
7,AF8,250,f1_score,0.7002516144529056
7,TP9,250,train_acc,0.7311742852106147
7,TP9,250,test_acc,0.6486130867709814
7,TP9,250,f1_score,0.5837867468442269
7,TP10,250,train_acc,0.7354001070200211
7,TP10,250,test_acc,0.6753200568990043
7,TP10,250,f1_score,0.5946185723414864
7,Combined,250,train_acc,0.849029314651258
7,Combined,250,test_acc,0.7123399715504978
7,Combined,250,f1_score,0.7070334915017161
