timestamps,TP9,AF7,AF8,TP10,Right AUX
1711990017.877,-77.637,-172.852,-84.961,-41.016,0
1711990017.881,-79.102,-173.828,-83.008,12.207,0
1711990017.884,-41.992,-155.273,-84.473,-4.883,0
1711990017.888,-40.039,-143.066,-80.566,-56.152,0
1711990017.891,-69.824,-139.16,-70.801,-32.227,0
1711990017.895,-49.316,-133.301,-66.406,-31.738,0
1711990017.898,-61.035,-117.676,-69.824,-47.852,0
1711990017.904,-47.852,-102.051,-67.383,-26.367,0
1711990017.907,-51.27,-104.004,-56.641,-44.922,0
1711990017.911,-90.82,-104.004,-52.734,-4.883,0
1711990017.914,-56.641,-91.797,-45.898,9.277,0
1711990017.917,-32.227,-81.055,-42.969,-14.16,0
1711990017.921,2.441,-76.172,-51.758,-14.648,0
1711990017.924,-24.902,-79.102,-51.758,-8.301,0
1711990017.928,-68.359,-74.219,-45.41,1.465,0
1711990017.931,-26.367,-66.406,-44.922,-5.371,0
1711990017.935,8.301,-68.359,-43.945,26.855,0
1711990017.938,4.883,-62.988,-45.41,24.902,0
1711990017.942,-26.367,-55.664,-47.363,-12.695,0
1711990017.947,-39.062,-55.176,-41.992,12.207,0
1711990017.951,-14.16,-51.27,-38.086,24.414,0
1711990017.954,12.207,-45.41,-38.574,14.16,0
1711990017.958,38.574,-40.039,-35.645,15.137,0
1711990017.961,-2.93,-37.109,-36.133,7.812,0
1711990017.965,-16.602,-30.762,-35.156,63.477,0
1711990017.968,3.418,-27.832,-34.18,55.664,0
1711990017.972,-0.488,-37.109,-32.227,7.324,0
1711990017.975,2.93,-31.738,-36.133,43.457,0
1711990017.979,9.277,-28.809,-43.457,39.551,0
1711990017.982,23.438,-36.621,-37.109,47.363,0
1711990017.986,27.344,-35.156,-29.785,88.379,0
1711990017.993,28.809,-31.25,-28.32,80.078,0
1711990017.997,37.598,-33.691,-26.367,40.527,0
1711990018,9.277,-35.156,-31.738,40.527,0
1711990018.004,-19.043,-32.227,-36.621,27.832,0
1711990018.007,47.852,-26.367,-30.762,20.508,0
1711990018.011,45.898,-29.785,-26.367,22.461,0
1711990018.014,-32.227,-32.715,-19.043,69.336,0
1711990018.018,13.672,-27.344,-17.09,47.363,0
1711990018.021,27.832,-21.973,-23.438,0.488,0
1711990018.025,-25.391,-28.32,-29.297,24.902,0
1711990018.028,9.277,-26.367,-35.645,27.344,0
1711990018.032,30.273,-22.949,-34.668,31.738,0
1711990018.039,12.695,-24.414,-34.18,58.594,0
1711990018.042,-3.906,-24.902,-40.527,51.27,0
1711990018.046,35.645,-26.367,-45.41,-6.348,0
1711990018.049,18.066,-25.391,-44.922,28.809,0
1711990018.053,27.832,-27.832,-42.48,45.898,0
1711990018.056,54.688,-37.109,-32.715,33.691,0
1711990018.06,-49.805,-36.133,-18.555,26.367,0
1711990018.063,-44.434,-31.738,-14.16,8.301,0
1711990018.067,-42.48,-40.039,-15.137,14.16,0
1711990018.071,-44.922,-45.41,-8.789,0.977,0
1711990018.074,-0.488,-39.062,-3.906,-12.695,0
1711990018.078,-54.199,-38.574,0,-41.016,0
1711990018.084,-83.008,-49.316,6.348,-33.203,0
1711990018.088,-78.613,-55.664,3.418,-21.973,0
1711990018.091,-23.438,-59.082,4.883,16.113,0
1711990018.095,6.348,-61.523,7.812,32.227,0
1711990018.099,-72.266,-62.012,-3.906,-15.625,0
1711990018.102,-33.691,-68.359,-2.441,-14.16,0
1711990018.106,-7.812,-65.43,1.465,-25.879,0
1711990018.109,-18.555,-54.199,-8.789,-0.488,0
1711990018.113,-30.762,-62.5,-8.301,79.102,0
1711990018.116,-60.547,-60.059,-12.695,37.598,0
1711990018.12,-61.035,-47.852,-26.855,-11.23,0
1711990018.123,22.461,-53.711,-20.996,-9.277,0
1711990018.13,10.742,-57.129,-20.02,-42.48,0
1711990018.134,-54.688,-55.176,-19.043,-4.883,0
1711990018.137,-22.461,-44.434,-10.742,24.902,0
1711990018.141,-19.043,-30.273,-15.137,31.738,0
1711990018.144,3.418,-22.461,-24.414,34.668,0
1711990018.148,42.48,-14.16,-30.762,3.418,0
1711990018.151,-0.977,-9.766,-34.18,-42.969,0
1711990018.155,-62.5,-8.789,-35.645,0,0
1711990018.159,-56.152,-19.531,-28.32,18.066,0
1711990018.162,-75.684,-20.508,-17.578,-2.441,0
1711990018.166,-81.055,-15.137,-20.996,0,0
1711990018.169,-45.41,-14.648,-30.762,23.926,0
1711990018.177,-47.363,-13.672,-31.25,36.133,0
1711990018.181,-16.113,-9.766,-38.086,-45.41,0
1711990018.184,-24.902,-18.555,-44.922,-57.617,0
1711990018.188,-46.875,-22.949,-43.457,-35.156,0
1711990018.191,-31.25,1.465,-45.898,-27.832,0
1711990018.195,-66.895,14.648,-70.801,-18.555,0
1711990018.199,-97.168,11.23,-92.285,28.32,0
1711990018.202,-92.285,-4.883,-81.055,-47.852,0
1711990018.206,-95.703,-22.461,-70.801,-90.332,0
1711990018.209,-122.07,-13.672,-83.008,-31.738,0
1711990018.213,-94.727,-10.742,-84.473,-60.059,0
1711990018.217,-93.262,-22.949,-73.242,-63.477,0
1711990018.223,-173.34,-49.316,-116.211,-109.863,0
1711990018.226,-135.254,-51.27,-133.301,-128.418,0
1711990018.23,-112.305,-45.41,-99.609,-37.598,0
1711990018.234,-131.836,-73.73,-134.766,-70.312,0
1711990018.237,-145.996,-108.887,-179.688,-142.09,0
1711990018.241,-214.355,-136.719,-192.383,-154.297,0
1711990018.244,-255.371,-179.688,-232.422,-227.051,0
1711990018.248,-243.164,-197.754,-194.824,-193.359,0
1711990018.252,-270.02,-246.582,-213.867,-228.516,0
1711990018.255,-359.863,-337.891,-327.148,-338.867,0
1711990018.259,-436.523,-410.156,-381.348,-383.789,0
1711990018.262,-534.18,-517.09,-478.027,-446.289,0
1711990018.268,-624.512,-641.113,-577.637,-542.48,0
1711990018.272,-729.004,-772.949,-678.711,-699.219,0
1711990018.275,-926.758,-932.129,-822.266,-899.902,0
1711990018.279,-1000,-1000,-947.754,-1000,0
1711990018.283,-995.605,-996.582,-995.117,-995.605,0
1711990018.286,-1000,-1000,-999.512,-999.512,0
1711990018.29,-1000,-1000,-999.512,-1000,0
1711990018.294,-1000,-1000,-1000,-1000,0
1711990018.297,-1000,-1000,-1000,-1000,0
1711990018.301,-1000,-1000,-1000,-1000,0
1711990018.304,-1000,-1000,-999.023,-1000,0
1711990018.308,-1000,-1000,-1000,-1000,0
1711990018.314,-1000,-1000,-987.793,-1000,0
1711990018.317,-1000,-1000,-942.383,-1000,0
1711990018.321,-1000,-1000,-886.719,-1000,0
1711990018.325,-1000,-1000,-836.426,-999.512,0
1711990018.328,-1000,-1000,-795.41,-999.023,0
1711990018.332,-1000,-999.512,-755.371,-1000,0
1711990018.336,-999.023,-1000,-735.352,-946.777,0
1711990018.339,-1000,-990.234,-726.562,-920.41,0
1711990018.343,-991.211,-954.102,-718.262,-963.867,0
1711990018.346,-947.754,-914.551,-708.496,-911.133,0
1711990018.35,-876.953,-878.418,-680.664,-833.984,0
1711990018.354,-856.445,-834.473,-630.859,-787.109,0
1711990018.362,-854.492,-778.809,-582.031,-742.188,0
1711990018.366,-767.578,-718.262,-540.039,-634.766,0
1711990018.369,-664.551,-658.203,-491.211,-603.027,0
1711990018.373,-625.977,-598.145,-443.359,-586.426,0
1711990018.376,-571.777,-538.086,-390.625,-478.516,0
1711990018.38,-483.398,-473.633,-335.449,-396.484,0
1711990018.384,-451.66,-400.391,-292.969,-346.68,0
1711990018.387,-335.938,-325.195,-255.371,-283.691,0
1711990018.391,-246.094,-253.906,-205.078,-181.152,0
1711990018.395,-265.625,-190.918,-141.602,-113.281,0
1711990018.398,-189.453,-126.953,-91.309,-60.547,0
1711990018.402,-90.332,-68.848,-57.617,-36.621,0
1711990018.409,-64.453,-38.086,-21.484,35.645,0
1711990018.412,-30.762,-3.418,2.441,46.875,0
1711990018.416,0,32.715,13.672,29.785,0
1711990018.419,20.996,56.641,39.551,119.141,0
1711990018.423,26.367,80.566,62.5,121.582,0
1711990018.427,49.316,100.586,67.871,112.305,0
1711990018.43,99.609,116.699,79.59,163.574,0
1711990018.434,110.84,132.324,91.797,191.895,0
1711990018.438,107.422,143.066,104.492,206.543,0
1711990018.441,109.375,151.855,114.258,241.211,0
1711990018.445,137.207,155.273,119.629,248.047,0
1711990018.449,172.852,162.598,125.488,188.477,0
1711990018.455,159.668,167.969,125.977,182.617,0
1711990018.459,166.016,172.363,134.277,240.723,0
1711990018.462,154.297,169.922,146.484,246.582,0
1711990018.466,145.02,169.922,147.461,218.262,0
1711990018.47,185.059,179.199,144.531,239.258,0
1711990018.473,189.941,180.664,145.02,233.887,0
1711990018.477,182.129,176.758,149.414,234.375,0
1711990018.481,212.402,172.363,151.367,253.906,0
1711990018.484,215.82,171.875,150.879,302.734,0
1711990018.488,203.125,173.34,150.391,264.648,0
1711990018.492,187.988,172.852,159.668,209.961,0
1711990018.495,216.797,170.898,161.133,243.164,0
1711990018.502,215.82,167.48,149.902,234.375,0
1711990018.505,163.086,162.109,153.809,243.652,0
1711990018.509,210.449,157.227,158.203,244.141,0
1711990018.513,220.703,148.438,154.297,231.445,0
1711990018.516,170.41,142.578,143.066,176.27,0
1711990018.52,175.781,133.301,131.348,174.805,0
1711990018.524,176.27,114.746,113.77,217.773,0
1711990018.527,192.383,104.004,99.609,199.707,0
1711990018.531,162.109,95.215,113.77,191.406,0
1711990018.535,142.578,88.867,89.355,185.547,0
1711990018.538,188.477,74.707,29.297,180.176,0
1711990018.542,157.227,50.781,34.18,179.199,0
1711990018.548,56.152,36.133,83.496,128.906,0
1711990018.552,64.453,63.477,108.887,141.602,0
1711990018.555,102.051,78.125,94.727,162.109,0
1711990018.559,89.844,48.34,83.496,63.965,0
1711990018.563,60.547,46.387,75.195,61.035,0
1711990018.566,81.055,55.664,77.148,93.262,0
1711990018.57,112.305,71.777,84.473,110.352,0
1711990018.574,132.812,87.402,94.238,136.23,0
1711990018.577,166.504,101.074,113.281,141.113,0
1711990018.581,125.977,113.77,126.953,180.664,0
1711990018.585,148.438,122.07,138.184,193.848,0
1711990018.588,182.617,135.254,151.855,215.82,0
1711990018.594,199.219,151.855,155.273,215.82,0
1711990018.598,205.078,164.062,163.086,193.848,0
1711990018.602,181.641,175.293,173.828,200.684,0
1711990018.605,218.262,177.734,177.734,227.539,0
1711990018.609,222.656,176.758,180.176,238.281,0
1711990018.613,221.68,186.523,182.129,234.375,0
1711990018.616,230.957,191.895,184.082,223.633,0
1711990018.62,214.844,187.5,187.988,221.68,0
1711990018.624,193.848,185.547,194.824,238.281,0
1711990018.627,206.543,187.5,196.289,234.863,0
1711990018.631,216.309,183.594,191.406,216.309,0
1711990018.635,174.316,181.152,185.059,220.215,0
1711990018.64,189.453,177.246,179.688,199.219,0
1711990018.644,191.406,171.875,173.828,213.379,0
1711990018.648,180.664,172.852,167.48,185.059,0
1711990018.651,160.645,170.41,158.203,132.812,0
1711990018.655,128.906,160.645,157.227,183.105,0
1711990018.659,137.695,152.344,152.344,163.574,0
1711990018.663,142.578,149.414,145.996,169.922,0
1711990018.666,138.672,140.625,134.277,190.918,0
1711990018.67,196.289,139.16,113.77,120.605,0
1711990018.674,163.086,130.859,106.445,95.215,0
1711990018.677,61.035,112.305,105.957,107.422,0
1711990018.681,64.453,103.516,96.68,107.422,0
1711990018.687,85.938,95.703,80.566,125.488,0
1711990018.69,110.84,92.285,77.148,104.004,0
1711990018.694,104.004,85.449,74.707,89.844,0
1711990018.698,75.195,75.195,62.988,129.395,0
1711990018.701,51.27,62.012,56.641,86.914,0
1711990018.705,34.18,49.316,41.016,58.594,0
1711990018.709,41.016,37.109,32.227,70.801,0
1711990018.712,44.922,30.762,29.785,43.457,0
1711990018.716,18.066,24.414,24.902,31.738,0
1711990018.72,35.645,15.625,26.855,57.129,0
1711990018.723,46.387,18.066,15.137,73.242,0
1711990018.727,17.09,17.578,4.883,72.754,0
1711990018.734,15.137,10.742,2.441,58.594,0
1711990018.737,10.742,3.418,-9.277,-17.09,0
1711990018.741,29.297,-0.977,-15.137,-5.371,0
1711990018.745,38.574,0,-15.625,32.715,0
1711990018.748,-5.859,-5.371,-17.09,23.438,0
1711990018.752,5.859,-10.742,-14.16,2.93,0
1711990018.756,1.465,-9.766,-13.672,30.762,0
1711990018.76,-1.953,-13.184,-16.602,10.254,0
1711990018.763,23.438,-17.09,-16.113,-24.902,0
1711990018.767,-17.09,-19.043,-18.066,-16.113,0
1711990018.771,-58.594,-26.367,-21.973,-9.277,0
1711990018.774,-31.25,-36.621,-26.367,1.953,0
1711990018.781,-13.672,-44.434,-27.832,-27.344,0
1711990018.784,10.254,-43.945,-31.738,-29.785,0
1711990018.788,3.906,-38.086,-34.18,-22.949,0
1711990018.792,-53.711,-39.062,-30.762,-26.855,0
1711990018.795,-32.715,-44.434,-33.203,-29.297,0
1711990018.799,-26.855,-52.734,-39.551,-41.016,0
1711990018.803,-41.016,-54.688,-45.898,-36.133,0
1711990018.807,-13.184,-54.688,-44.434,-23.926,0
1711990018.81,-12.207,-54.199,-43.457,-57.129,0
1711990018.814,-37.598,-61.035,-46.387,-47.363,0
1711990018.818,-49.316,-65.43,-54.199,-36.621,0
1711990018.821,-64.453,-65.918,-55.176,-47.363,0
1711990018.827,-63.965,-64.453,-49.316,-46.387,0
1711990018.831,-65.918,-58.594,-46.387,-58.105,0
1711990018.835,-53.711,-56.641,-49.316,-53.223,0
1711990018.839,-39.551,-58.105,-55.176,-61.035,0
1711990018.842,-77.148,-69.824,-53.711,-71.289,0
1711990018.846,-88.867,-80.078,-54.688,-48.34,0
1711990018.85,-79.59,-65.918,-65.43,-53.223,0
1711990018.853,-105.469,-50.293,-75.684,-111.816,0
1711990018.857,-127.441,-46.875,-79.102,-118.164,0
1711990018.861,-120.117,-52.246,-80.566,-98.145,0
1711990018.865,-113.281,-46.387,-83.008,-143.066,0
1711990018.868,-149.414,-29.297,-88.867,-152.832,0
1711990018.874,-170.41,-28.809,-97.168,-169.922,0
1711990018.878,-136.23,-26.367,-99.121,-203.613,0
1711990018.882,-142.578,-19.043,-90.332,-186.035,0
1711990018.885,-193.848,-18.066,-85.449,-170.41,0
1711990018.889,-168.945,-5.371,-89.355,-168.457,0
1711990018.893,-152.832,-0.977,-93.75,-190.918,0
1711990018.897,-157.227,-1.953,-95.703,-207.031,0
1711990018.9,-145.996,0.977,-96.191,-176.758,0
1711990018.904,-154.297,4.883,-104.004,-190.918,0
1711990018.908,-123.047,12.207,-113.281,-163.086,0
1711990018.911,-120.117,18.066,-105.469,-122.07,0
1711990018.915,-117.188,21.973,-94.727,-145.996,0
1711990018.921,-100.098,16.602,-95.215,-134.766,0
1711990018.925,-98.145,18.066,-90.82,-125.488,0
1711990018.928,-78.613,16.602,-79.102,-78.125,0
1711990018.932,-68.359,10.254,-72.266,-66.406,0
1711990018.936,-54.688,14.648,-73.242,-86.914,0
1711990018.94,-44.922,12.207,-78.125,-55.664,0
1711990018.943,-62.012,3.418,-71.289,-53.711,0
1711990018.947,-52.734,-0.977,-61.523,-62.5,0
1711990018.951,-12.695,0.488,-59.57,-34.18,0
1711990018.954,-15.625,0.488,-53.711,-13.672,0
1711990018.958,-14.648,0.488,-46.387,-27.832,0
1711990018.962,-5.859,1.465,-50.293,-3.906,0
1711990018.967,-34.668,-6.348,-51.27,3.906,0
1711990018.971,-19.043,-9.277,-42.48,-20.996,0
1711990018.975,9.766,-9.277,-46.875,-34.668,0
1711990018.979,3.418,-15.137,-51.27,-16.602,0
1711990018.982,-47.852,-16.113,-45.41,-22.461,0
1711990018.986,-13.184,-20.508,-43.945,-24.414,0
1711990018.99,0.488,-23.438,-45.41,-20.996,0
1711990018.994,-54.199,-22.949,-41.504,-27.832,0
1711990018.997,-15.137,-20.508,-36.133,-8.301,0
1711990019.001,-25.879,-21.973,-37.109,-20.996,0
1711990019.005,-37.109,-24.902,-34.668,-20.996,0
1711990019.009,3.418,-20.996,-27.344,-8.301,0
1711990019.014,-22.949,-18.066,-25.879,-18.555,0
1711990019.018,-41.016,-20.508,-22.461,-8.789,0
1711990019.021,-0.488,-19.043,-16.113,16.602,0
1711990019.025,5.859,-6.836,-12.695,17.09,0
1711990019.029,3.418,-0.488,-4.395,23.926,0
1711990019.033,25.391,-4.395,6.348,44.434,0
1711990019.036,19.531,-1.953,8.301,21.973,0
1711990019.04,11.719,8.301,5.371,17.09,0
1711990019.044,44.434,8.789,0.977,50.293,0
1711990019.048,27.832,6.836,8.789,44.434,0
1711990019.051,38.574,9.277,14.648,12.695,0
1711990019.055,38.086,7.812,16.113,13.184,0
1711990019.06,-0.488,7.324,16.602,22.949,0
1711990019.064,11.719,7.812,14.648,12.695,0
1711990019.068,27.344,13.672,20.02,3.906,0
1711990019.072,54.199,21.484,22.949,20.996,0
1711990019.075,37.598,15.137,21.973,34.668,0
1711990019.079,31.25,10.742,20.02,17.09,0
1711990019.083,61.035,18.066,18.555,25.879,0
1711990019.087,35.645,11.23,21.973,41.504,0
1711990019.09,34.18,7.324,16.113,12.207,0
1711990019.094,68.848,15.137,14.16,8.789,0
1711990019.098,43.945,17.578,22.461,41.992,0
1711990019.101,11.23,12.207,24.414,36.133,0
1711990019.108,54.688,13.672,16.113,33.691,0
1711990019.111,79.102,17.578,12.207,42.969,0
1711990019.115,29.785,15.625,16.602,48.34,0
1711990019.119,9.766,13.184,16.113,17.09,0
1711990019.123,24.414,11.23,15.625,-13.672,0
1711990019.126,20.02,7.812,16.602,27.832,0
1711990019.13,48.34,10.254,12.207,42.969,0
1711990019.134,68.359,18.066,12.207,18.555,0
1711990019.138,30.273,17.09,7.324,9.766,0
1711990019.141,14.648,10.742,6.348,19.043,0
1711990019.145,24.414,4.883,15.625,54.199,0
1711990019.149,24.414,6.836,14.648,14.648,0
1711990019.155,35.156,9.277,7.812,-19.531,0
1711990019.158,52.734,5.859,3.418,12.207,0
1711990019.162,27.344,-2.441,5.371,24.414,0
1711990019.166,23.438,-0.977,6.348,13.184,0
1711990019.17,57.129,5.859,3.418,11.719,0
1711990019.173,75.195,2.93,0.488,37.598,0
1711990019.177,25.879,-0.488,1.953,29.297,0
1711990019.181,-1.953,-3.906,3.906,1.465,0
1711990019.185,25.879,0,5.371,18.555,0
1711990019.188,46.387,6.836,4.395,38.086,0
1711990019.192,54.688,5.371,-7.812,1.953,0
1711990019.196,44.922,1.465,-7.324,-4.883,0
1711990019.202,9.766,-4.883,4.883,24.902,0
1711990019.205,17.09,-4.395,-2.441,5.371,0
1711990019.209,7.812,-0.977,-1.953,5.859,0
1711990019.213,-28.809,4.883,6.836,-10.742,0
1711990019.217,3.418,4.883,7.812,-11.23,0
1711990019.22,31.738,4.395,7.324,4.883,0
1711990019.224,12.207,13.184,5.859,-20.508,0
1711990019.228,-0.488,9.277,2.441,-28.32,0
1711990019.232,-5.859,12.207,-2.441,-10.254,0
1711990019.235,-34.18,20.996,-1.465,-8.789,0
1711990019.239,-6.348,25.391,11.23,13.184,0
1711990019.243,22.461,27.832,18.066,16.602,0
1711990019.249,16.602,35.156,15.137,10.254,0
1711990019.252,0.488,36.133,16.602,31.25,0
1711990019.256,1.465,35.156,22.949,-27.344,0
1711990019.26,9.277,43.457,28.809,-20.02,0
1711990019.264,23.438,43.457,31.25,9.277,0
1711990019.267,34.668,46.875,36.621,17.578,0
1711990019.271,58.594,49.316,46.387,35.645,0
1711990019.275,44.434,44.434,50.293,32.715,0
1711990019.279,27.344,46.387,49.316,23.926,0
1711990019.282,41.016,50.781,44.922,44.434,0
1711990019.286,36.133,51.27,47.363,22.461,0
1711990019.29,49.805,48.828,51.27,-10.742,0
1711990019.295,41.504,46.875,53.711,6.348,0
1711990019.299,28.32,55.176,58.105,11.719,0
1711990019.303,55.176,56.641,66.406,45.41,0
1711990019.307,61.035,55.664,63.965,74.707,0
1711990019.31,62.5,56.641,58.105,48.34,0
1711990019.314,59.57,53.711,60.547,46.875,0
1711990019.318,70.801,55.176,62.988,70.801,0
1711990019.322,100.586,61.035,71.289,48.828,0
1711990019.325,76.66,60.059,74.219,43.457,0
1711990019.329,79.59,49.316,75.195,76.66,0
1711990019.333,90.82,41.992,70.801,54.688,0
1711990019.337,75.684,44.434,65.43,43.457,0
1711990019.342,48.34,41.992,62.5,47.363,0
1711990019.346,31.25,40.039,58.105,28.32,0
1711990019.35,46.387,40.527,46.875,30.273,0
1711990019.353,54.688,44.922,42.48,21.484,0
1711990019.357,37.109,48.828,44.434,27.344,0
1711990019.361,35.156,26.855,45.41,22.461,0
1711990019.365,44.922,37.598,41.504,23.438,0
1711990019.368,48.34,64.941,35.645,46.875,0
1711990019.372,47.852,56.641,37.109,36.621,0
1711990019.376,54.688,43.945,43.945,33.203,0
1711990019.38,27.832,43.945,56.641,45.41,0
1711990019.383,11.719,41.504,56.152,23.926,0
1711990019.389,15.625,42.969,55.176,15.625,0
1711990019.392,21.973,43.945,51.27,14.16,0
1711990019.396,14.16,39.551,44.434,12.207,0
1711990019.4,18.555,40.039,48.828,32.227,0
1711990019.404,41.992,43.457,55.664,24.902,0
1711990019.407,3.906,36.133,58.105,34.18,0
1711990019.411,-5.371,35.645,50.781,43.457,0
1711990019.415,-10.254,30.762,37.109,26.855,0
1711990019.419,0,13.672,42.48,16.113,0
1711990019.422,26.367,30.762,41.016,4.395,0
1711990019.426,-8.789,45.898,31.25,16.113,0
1711990019.43,-9.766,34.668,44.434,21.484,0
1711990019.435,15.137,31.25,58.594,-13.184,0
1711990019.439,45.898,29.785,60.059,-9.277,0
1711990019.443,34.18,33.203,51.758,35.156,0
1711990019.446,23.438,48.828,55.176,27.832,0
1711990019.45,16.113,55.176,61.035,-6.836,0
1711990019.454,-30.273,47.363,63.965,21.484,0
1711990019.458,-29.785,34.18,71.777,19.531,0
1711990019.461,-59.082,19.531,77.637,-19.043,0
1711990019.465,-52.246,13.184,89.355,-11.23,0
1711990019.469,-8.301,12.695,93.262,17.09,0
1711990019.473,-34.668,9.277,95.703,-2.93,0
1711990019.477,-42.48,3.906,99.609,-28.32,0
1711990019.482,-9.766,2.441,99.121,-17.09,0
1711990019.486,-46.875,9.277,101.074,-14.648,0
1711990019.49,-76.66,2.93,113.77,5.859,0
1711990019.494,-71.777,-7.324,117.676,17.578,0
1711990019.497,-38.574,-6.836,114.258,5.371,0
1711990019.501,-1.465,0.488,124.023,-0.488,0
1711990019.505,-40.039,4.395,120.117,8.789,0
1711990019.509,-44.434,0.488,117.188,27.344,0
1711990019.512,-15.137,0.977,121.094,29.297,0
1711990019.516,-37.109,-2.441,123.047,-4.395,0
1711990019.52,-16.602,4.395,127.93,-3.906,0
