start_timestamp,in_the_zone,is_mountain
1711705065.7495084,0,False
1711705066.5502276,0,False
1711705067.3508604,0,False
1711705068.1515024,0,False
1711705068.9521475,0,False
1711705069.7527907,0,False
1711705070.5534399,0,False
1711705071.3540688,0,False
1711705072.1547093,0,False
1711705072.9553497,0,False
1711705073.755989,0,False
1711705074.5566154,0,False
1711705075.357254,0,False
1711705076.1578975,0,False
1711705076.958539,0,False
1711705077.759188,0,False
1711705078.559823,0,False
1711705079.3604662,0,False
1711705080.1611133,0,False
1711705080.9617586,0,False
1711705081.7623956,0,False
1711705082.5630436,0,False
1711705083.3636818,1,False
1711705084.1643233,1,False
1711705084.9649718,1,False
1711705085.7656145,1,True
1711705086.566248,1,False
1711705087.3668935,1,False
1711705088.1675425,1,False
1711705088.968183,1,False
1711705089.7688227,1,False
1711705090.569466,1,False
1711705091.3701003,1,True
1711705092.1707466,1,False
1711705092.9713845,1,False
1711705093.7720213,1,False
1711705094.5726545,1,False
1711705095.3732977,0,False
1711705096.1739428,0,False
1711705096.9746222,0,False
1711705097.7752638,0,False
1711705098.5759046,0,False
1711705099.376539,0,False
1711705100.1771748,0,False
1711705100.9778192,0,False
1711705101.7784994,0,False
1711705102.5791318,0,False
1711705103.3797648,0,False
1711705104.1804109,0,False
1711705104.9810534,0,False
1711705105.781703,0,False
1711705106.5823445,0,False
1711705107.3829792,1,False
1711705108.1836164,1,False
1711705108.9842587,1,True
1711705109.7848942,1,False
1711705110.585533,1,False
1711705111.386174,1,False
1711705112.1868145,1,False
1711705112.9874632,1,False
1711705113.7880993,1,False
1711705114.588746,0,False
1711705115.3894591,0,False
1711705116.1901376,0,False
1711705116.990777,0,False
1711705117.7914224,0,False
1711705118.59207,0,True
1711705119.3927054,0,False
1711705120.1933599,0,False
1711705120.9939988,0,False
1711705121.7946458,0,True
1711705122.5952916,0,False
1711705123.3959355,0,True
1711705124.1965842,0,False
1711705124.9972355,0,False
1711705125.7978683,0,False
1711705126.5985377,0,False
1711705127.3991835,0,False
1711705128.1998293,0,False
1711705129.0005152,0,False
1711705129.8011508,0,True
1711705130.6017826,0,False
1711705131.402432,0,False
1711705132.203079,0,False
1711705133.0037284,0,False
1711705133.8043735,0,False
1711705134.6050093,0,False
1711705135.405649,0,False
1711705136.2063015,0,False
1711705137.0069594,1,False
1711705137.8076026,1,True
1711705138.6082468,1,False
1711705139.4088929,1,False
1711705140.209534,1,False
1711705141.0101783,1,False
1711705141.8108275,1,False
1711705142.6114676,1,False
1711705143.4121003,1,False
1711705144.2127407,1,False
1711705145.013375,1,False
1711705145.814013,1,False
1711705146.6146557,1,False
1711705147.415306,1,False
1711705148.2164226,1,False
1711705149.0170605,1,False
1711705149.8177028,1,False
1711705150.6183414,0,False
1711705151.418979,0,False
1711705152.2196236,0,False
1711705153.0202625,0,False
1711705153.8209064,0,False
1711705154.6215506,0,False
1711705155.4221964,0,True
1711705156.2228289,0,False
1711705157.0234756,0,False
1711705157.8241286,0,False
1711705158.624766,0,False
1711705159.4254167,0,False
1711705160.2260606,0,False
1711705161.0267057,1,False
1711705161.8273518,1,False
1711705162.6279936,1,False
1711705163.428631,1,False
1711705164.2292655,1,False
1711705165.0299056,1,False
1711705165.8305469,1,False
1711705166.631188,1,False
1711705167.4318244,1,False
1711705168.2324653,1,False
1711705169.0331163,1,False
1711705169.8337498,1,False
1711705170.6343849,1,False
1711705171.4350183,1,False
1711705172.2356603,1,False
1711705173.0362968,1,False
1711705173.8369327,1,False
1711705174.637563,1,False
1711705175.4382098,1,False
1711705176.2389328,1,False
1711705177.0395997,1,False
1711705177.8402548,1,False
1711705178.6409047,1,False
1711705179.4415715,1,False
1711705180.2422469,1,False
1711705181.0428789,1,False
1711705181.8435147,1,False
1711705182.644156,1,False
1711705183.444792,1,False
1711705184.245429,1,False
1711705185.0460615,1,False
1711705185.8467045,1,False
1711705186.6473458,1,False
1711705187.4479823,1,False
1711705188.2486172,1,False
1711705189.0492604,1,False
1711705189.8499136,1,False
1711705190.6505537,1,False
1711705191.4512022,0,False
1711705192.251837,1,False
1711705193.0524764,1,False
1711705193.8531237,1,False
1711705194.6537647,1,False
1711705195.4543977,1,False
1711705196.25504,1,False
1711705197.0556834,1,False
1711705197.8563151,1,False
1711705198.6569598,1,False
1711705199.4576,1,False
1711705200.2582479,1,False
1711705201.058887,1,False
1711705201.8595307,1,False
1711705202.6601715,1,False
1711705203.460813,1,False
1711705204.2614584,1,False
1711705205.0620937,1,False
1711705205.8627353,1,False
1711705206.6633837,0,False
1711705207.4640222,0,False
1711705208.2646756,0,False
1711705209.065322,0,False
1711705209.8659601,0,False
1711705210.666598,0,False
1711705211.4672372,0,False
1711705212.2678826,0,False
1711705213.0685234,0,False
1711705213.8691633,0,False
1711705214.6698015,0,False
1711705215.470444,0,False
1711705216.27112,0,False
1711705217.0717602,0,False
1711705217.8724122,0,False
1711705218.6730475,0,False
1711705219.4736948,0,False
1711705220.2743416,0,False
1711705221.0749846,0,False
1711705221.8756266,0,False
1711705222.676267,0,False
1711705223.476903,0,False
1711705224.2775493,0,False
1711705225.0781863,0,False
1711705225.8788328,0,False
1711705226.679469,0,False
1711705227.4801064,0,False
1711705228.2807796,0,False
1711705229.0814319,0,True
1711705229.8820748,0,False
1711705230.6827085,0,False
1711705231.483355,0,False
1711705232.2839932,0,False
1711705233.0846457,0,False
1711705233.8852797,0,False
1711705234.68594,1,False
1711705235.4865746,1,False
1711705236.2872224,1,False
1711705237.0878696,1,False
1711705237.888517,1,False
1711705238.6891477,1,False
1711705239.489795,1,False
1711705240.2904358,1,True
1711705241.0910852,1,False
1711705241.891731,1,False
1711705242.6923711,1,False
1711705243.493009,1,True
1711705244.2936513,1,False
1711705245.0942907,1,False
1711705245.894937,1,True
1711705246.6955848,1,False
1711705247.4962268,1,False
1711705248.2968714,1,False
1711705249.097516,1,False
1711705249.898151,0,False
1711705250.6987836,0,False
1711705251.4994273,0,False
1711705252.3000555,0,False
1711705253.1006894,0,False
1711705253.9013226,0,False
1711705254.701958,0,False
1711705255.5026057,0,True
1711705256.303238,0,False
1711705257.1038785,0,False
1711705257.904527,0,False
1711705258.7051644,0,False
1711705259.5058029,0,False
1711705260.3064687,0,False
1711705261.1071208,0,False
1711705261.9077535,0,False
1711705262.708388,1,False
1711705263.509027,1,True
1711705264.3096793,1,False
1711705265.1103117,1,False
1711705265.91095,1,False
1711705266.7115903,1,False
1711705267.5122323,1,False
1711705268.312869,1,False
1711705269.1135108,1,False
1711705269.914156,1,False
1711705270.714807,1,False
1711705271.5154445,1,False
1711705272.316076,1,False
1711705273.1167119,1,False
1711705273.91735,1,False
1711705274.7179878,1,False
1711705275.5186286,0,True
1711705276.3192742,0,False
1711705277.119923,0,False
1711705277.9205718,0,False
1711705278.7212093,0,False
1711705279.5218618,0,False
1711705280.3225026,0,False
1711705281.1231377,0,True
1711705281.9237857,0,False
1711705282.7244241,0,False
