start_timestamp,in_the_zone,is_mountain
1710852581.1030772,1,False
1710852582.0742724,1,False
1710852582.8749187,1,False
1710852583.6759493,1,False
1710852584.477305,1,True
1710852585.27789,1,False
1710852586.080538,1,False
1710852586.8811202,1,True
1710852587.681706,0,False
1710852588.482283,0,False
1710852589.2828703,0,False
1710852590.0834463,0,False
1710852590.8840287,0,True
1710852591.6846058,0,False
1710852592.4851937,0,False
1710852593.2857778,1,False
1710852594.086408,1,False
1710852594.8870265,1,False
1710852595.6876047,1,False
1710852596.4881823,1,False
1710852597.2887647,1,False
1710852598.0893555,1,False
1710852598.8899457,1,False
1710852599.6905317,1,False
1710852600.491113,1,False
1710852601.2917023,1,False
1710852602.092281,1,False
1710852602.892904,1,False
1710852603.6934865,1,False
1710852604.4940784,1,False
1710852605.2946553,1,False
1710852606.0952542,1,False
1710852606.8958364,1,False
1710852607.69643,1,True
1710852608.4970112,1,False
1710852609.2975972,1,False
1710852610.0981765,0,False
1710852610.8987746,0,False
1710852611.6993558,0,False
1710852612.4999413,0,False
1710852613.3005278,0,True
1710852614.101119,0,False
1710852614.9017103,0,False
1710852615.7022948,0,False
1710852616.502883,0,False
1710852617.3034613,0,True
1710852618.1040542,0,False
1710852618.9046464,0,False
1710852619.7052279,0,False
1710852620.5058105,1,False
1710852621.3063996,1,False
1710852622.1070008,1,True
1710852622.9075944,1,False
1710852623.7081852,1,True
1710852624.5087633,1,False
1710852625.309342,0,False
1710852626.109932,0,False
1710852626.9105074,0,True
1710852627.7110815,0,False
1710852628.5116704,0,False
1710852629.312252,0,False
1710852630.1128414,0,False
1710852630.9134302,0,False
1710852631.7140148,0,False
1710852632.5146008,0,True
1710852633.3151903,0,False
1710852634.1157715,0,False
1710852634.9163609,0,False
1710852635.7169468,0,False
1710852636.5175362,1,False
1710852637.3181257,1,False
1710852638.118711,1,False
1710852638.9194822,1,False
1710852639.720068,1,False
1710852640.5206482,1,False
1710852641.3212323,1,False
1710852642.1218207,1,False
1710852642.9224043,1,False
1710852643.722984,1,False
1710852644.5235724,1,False
1710852645.3241549,1,False
1710852646.1247544,1,False
1710852646.9253333,1,False
1710852647.7259233,1,False
1710852648.5265028,1,False
1710852649.3270879,1,False
1710852650.1276681,0,False
1710852650.928255,0,False
1710852651.7288482,0,False
1710852652.5294266,0,False
1710852653.3300157,0,False
1710852654.1306036,0,False
1710852654.9311795,0,False
1710852655.731765,1,False
1710852656.5323455,1,False
1710852657.332937,1,False
1710852658.1335304,1,False
1710852658.934124,1,False
1710852659.7347167,1,False
1710852660.5353012,1,False
1710852661.3358924,1,False
1710852662.136491,1,False
1710852662.9370773,1,False
1710852663.7376716,1,True
1710852664.5382648,1,False
1710852665.3388977,1,False
1710852666.1394782,1,False
1710852666.9400637,1,False
1710852667.740656,1,False
1710852668.5412397,1,False
1710852669.3418236,1,False
1710852670.1424074,1,False
1710852670.9430063,1,False
1710852671.7435899,1,False
1710852672.5441668,0,True
1710852673.3447611,0,False
1710852674.1453454,0,False
1710852674.9459414,0,False
1710852675.7465374,1,False
1710852676.5471337,1,False
1710852677.347719,1,False
1710852678.1483011,1,False
1710852678.948881,1,False
1710852679.749458,1,False
1710852680.5500398,1,False
1710852681.350617,1,False
1710852682.1512036,1,False
1710852682.951787,1,False
1710852683.75238,1,False
1710852684.552963,1,False
1710852685.3535538,1,False
1710852686.1541352,1,False
1710852686.9547133,1,False
1710852687.7552888,1,False
1710852688.555874,1,False
1710852689.3564548,1,False
1710852690.1570446,1,False
1710852690.9576287,1,False
1710852691.7582893,1,False
1710852692.5588808,1,False
1710852693.3594677,1,False
1710852694.1600528,1,False
1710852694.960636,1,False
1710852695.761229,0,False
1710852696.5618088,0,False
1710852697.3624012,0,True
1710852698.162991,0,False
1710852698.9635785,0,False
1710852699.7641659,0,False
1710852700.5647523,0,False
1710852701.3653286,0,False
1710852702.1659238,0,False
1710852702.9665053,0,False
1710852703.7671,0,False
1710852704.5676804,0,False
1710852705.368271,0,False
1710852706.1688538,0,False
1710852706.9694378,1,True
1710852707.7700322,1,False
1710852708.5706184,1,False
1710852709.3712127,1,False
1710852710.171796,1,False
1710852710.9723833,1,False
1710852711.772967,1,False
1710852712.5735426,1,True
1710852713.3741293,1,False
1710852714.1747117,1,False
1710852714.9752917,1,False
1710852715.7758784,1,False
1710852716.5764744,1,False
1710852717.3770537,1,False
1710852718.1776333,1,False
1710852718.978214,1,False
1710852719.7788079,1,False
1710852720.5793872,1,False
1710852721.3799696,1,False
1710852722.1805508,1,True
1710852722.9811416,1,False
1710852723.7817287,1,False
1710852724.5823076,1,False
1710852725.3829703,1,False
1710852726.1835945,1,False
1710852726.9841733,1,False
1710852727.7847633,1,False
1710852728.585352,1,False
1710852729.3859417,0,False
1710852730.1865225,0,False
1710852730.9871044,0,False
1710852731.787688,0,False
1710852732.5882707,0,False
1710852733.388858,1,False
1710852734.1894417,1,False
1710852734.990033,1,False
1710852735.79061,1,False
1710852736.5911937,1,False
1710852737.3917751,1,False
1710852738.1923623,1,False
1710852738.9929419,1,False
1710852739.793527,1,False
1710852740.5941067,1,False
1710852741.3946993,1,False
1710852742.195289,1,False
1710852742.9958673,1,False
1710852743.7964633,1,False
1710852744.5970993,1,False
1710852745.3976867,1,False
1710852746.1982768,1,False
1710852746.9988844,1,False
1710852747.7994726,1,False
1710852748.6000638,1,False
1710852749.4006433,0,False
1710852750.2012305,0,False
1710852751.0018218,0,True
1710852751.8024132,0,False
1710852752.6030092,0,False
1710852753.4035878,0,False
1710852754.204183,0,True
1710852755.0047643,0,False
1710852755.805351,0,False
1710852756.6059303,0,False
1710852757.4065142,0,False
1710852758.207101,1,False
1710852759.0076795,1,False
1710852759.8082607,1,False
1710852760.608842,1,False
1710852761.409426,1,False
1710852762.21002,1,False
1710852763.0106025,1,False
1710852763.8111966,1,False
1710852764.6117907,1,False
1710852765.4123752,1,True
1710852766.2129717,1,False
1710852767.0135574,1,False
