start_timestamp,in_the_zone,is_mountain
1711615154.1778235,0,False
1711615154.9785604,0,False
1711615155.7792487,0,False
1711615156.5799048,0,False
1711615157.3805501,0,False
1711615158.1812186,0,False
1711615158.9819093,0,False
1711615159.7825987,0,False
1711615160.5832655,0,False
1711615161.3839223,0,False
1711615162.1845834,0,False
1711615162.9852574,0,False
1711615163.785919,0,False
1711615164.5865817,0,False
1711615165.387258,0,False
1711615166.1879413,0,False
1711615166.9886024,0,False
1711615167.7892714,0,True
1711615168.5899303,0,False
1711615169.3905911,0,False
1711615170.1912704,0,False
1711615170.9919736,0,False
1711615171.7926347,0,False
1711615172.5955818,0,True
1711615173.3962615,0,False
1711615174.1969144,0,True
1711615174.9975834,0,False
1711615175.7982466,0,False
1711615176.5989149,0,False
1711615177.3995798,0,False
1711615178.2002406,0,True
1711615179.0009017,0,False
1711615179.801564,0,False
1711615180.6022236,0,False
1711615181.4029007,0,False
1711615182.203566,0,False
1711615183.00424,0,False
1711615183.8049006,0,False
1711615184.6055593,0,False
1711615185.406204,0,False
1711615186.2068486,1,False
1711615187.0074952,1,False
1711615187.808154,1,False
1711615188.6088264,1,False
1711615189.4094923,1,True
1711615190.2101538,1,False
1711615191.0108407,1,False
1711615191.8115075,1,False
1711615192.612185,1,False
1711615193.4128628,1,False
1711615194.2135265,1,False
1711615195.014192,1,False
1711615195.8148444,0,False
1711615196.6155047,0,False
1711615197.4162412,0,False
1711615198.21695,0,False
1711615199.0176146,0,False
1711615199.8182864,0,True
1711615200.6189418,0,False
1711615201.4196112,0,False
1711615202.2202818,1,True
1711615203.0209377,1,False
1711615203.8216093,1,True
1711615204.622347,1,False
1711615205.423052,1,False
1711615206.2237096,1,False
1711615207.0243633,0,False
1711615207.8250232,0,False
1711615208.6256962,0,False
1711615209.4263673,0,False
1711615210.2270246,0,False
1711615211.0276837,0,True
1711615211.8283367,0,False
1711615212.6290076,0,False
1711615213.4296694,0,False
1711615214.2303355,0,True
1711615215.031004,0,False
1711615215.831841,0,False
